Inchi solute,smiles solute,logS_aq_avg,logS_aq_std,logS_aq_all_data,count,general data source,more specific data source
InChI=1/C10H5ClN2O4/c11-10-7-4-2-1-3-6(7)8(12(14)15)5-9(10)13(16)17/h1-5H,[O-][N+](=O)C1=CC(=C(Cl)C2=C1C=CC=C2)[N+]([O-])=O,-5.4,0,[-5.4],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H5N2OS2/c1-5-2-3-6-7(4-5)12-9-8(11-6)14-10(13)15-9/h2-4H,1H2",[#6]C1=CC2=[NH0]C3=C(SC(=O)S3)[NH0]=C2C=C1,-5.37,0,[-5.37],1,Ochem,A111278
"InChI=1/2C2H3Cl3/c1-2(3,4)5;3-1-2(4)5/h1H3;2H,1H2",CC(Cl)(Cl)Cl.ClCC(Cl)Cl,-2.38,0,[-2.38],1,Ochem,A5643
InChI=1/C15H28O3/c16-15-11-7-4-2-1-3-5-8-12-17-13-9-6-10-14-18-15/h1-14H2,O=C1CCCCCCCCCOCCCCCO1,-3.88,0,[-3.88],1,aqsol,
InChI=1/C10H5N3O6/c14-11(15)7-4-5-9(13(18)19)10-6(7)2-1-3-8(10)12(16)17/h1-5H,[O-][N+](=O)C1=CC=C(C2=C(C=CC=C12)[N+]([O-])=O)[N+]([O-])=O,-3.82,0,[-3.82],1,Ochem,A108291
"InChI=1/C14H19NO3/c1-3-4-5-6-14(17)18-13-9-7-12(8-10-13)15-11(2)16/h7-10H,3-6H2,1-2H3,(H,15,16)/f/h15H",CCCCCC(=O)OC1=CC=C(NC(C)=O)C=C1,-4.14,0,[-4.14],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H/t1-,2+,3+,4-,5+,8?,9?/m0/s1",Cl[C@H]1[C@H]2O[C@H]2[C@H]2[C@@H]1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-6.29,0,[-6.29],1,Ochem,A111695
"InChI=1/C14H19N3O/c1-9-5-6-11-8-17(14(15)16-18)7-10-3-2-4-12(9)13(10)11/h5-6,10,18H,2-4,7-8H2,1H3,(H2,15,16)/f/h15H2",CC1=CC=C2CN(C(N)=NO)CC3CCCC1=C23,-1.2,0,[-1.2],1,aqsol,
"InChI=1/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2-,3-,4-,5-,8-,9+/m0/s1",Cl[C@H]1C[C@H]2[C@@H]([C@H]1Cl)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,-6.86,0,[-6.86],1,Ochem,A108291
"InChI=1/C14H19N/c1-10-8-12(14(3,4)5)9-11(2)13(10)6-7-15/h8-9H,6H2,1-5H3",Cc1cc(cc(C)c1CC#N)C(C)(C)C,-4.7,0,[-4.7],1,aqsol,
"InChI=1/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2?,3?,4?,5?,8-,9-/m0/s1",ClC1CC2C(C1Cl)[C@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,-6.86,0,[-6.86],1,Ochem,A111695
"InChI=1/C10H22O2/c1-4-5-6-7-8-9-10(11-2)12-3/h10H,4-9H2,1-3H3",CCCCCCCC(OC)OC,-2.92,0,[-2.92],1,aqsol,
"InChI=1/C10H22O2/c1-7-9(3,4)11-12-10(5,6)8-2/h7-8H2,1-6H3",CCC(C)(C)OOC(C)(C)CC,-4.1,0,[-4.1],1,aqsol,
"InChI=1/C14H19NO4/c1-9(16)19-14-12(15-8-13(14)17)7-10-3-5-11(18-2)6-4-10/h3-6,12-15,17H,7-8H2,1-2H3/t12-,13-,14+/m1/s1",COC1=CC=C(C[C@H]2NC[C@@H](O)[C@H]2OC(C)=O)C=C1,-1.61,0,[-1.61],1,Ochem,A112523
"InChI=1/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3",CCCCCCOCCOCCO,-1.05,0,[-1.05],1,"Ochem, Ochem, Ochem, aqsol","A5643, A108291, A111278, nan"
"InChI=1/C14H20N2O/c1-11-7-5-6-10-13(11)16-14(17)15-12-8-3-2-4-9-12/h2-4,8-9,11,13H,5-7,10H2,1H3,(H2,15,16,17)/t11-,13-/m0/s1/f/h15-16H",C[C@H]1CCCC[C@@H]1NC(=O)NC1=CC=CC=C1,-4.11,0,[-4.11],1,Ochem,A112523
"InChI=1/C10H22O4/c1-8(5-11)14-10(3)7-13-9(2)6-12-4/h8-11H,5-7H2,1-4H3",COCC(C)OCC(C)OC(C)CO,0.69,0,[0.69],1,"Ochem, aqsol","A5643, nan"
"InChI=1/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3",COCCOCCOCCOCCOC,0.65,0,[0.65],1,aqsol,
"InChI=1/C14H19NO/c1-9-8-12(14(3,4)5)13(16)10(2)11(9)6-7-15/h8,16H,6H2,1-5H3",Cc1cc(c(O)c(C)c1CC#N)C(C)(C)C,-4.26,0,[-4.26],1,aqsol,
"InChI=1/C15H27N3O/c1-16(2)9-12-7-13(10-17(3)4)15(19)14(8-12)11-18(5)6/h7-8,19H,9-11H2,1-6H3",CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.51,0,[0.51],1,aqsol,
"InChI=1/C10H23O4P/c1-4-7-9-13-15(11,12-6-3)14-10-8-5-2/h4-10H2,1-3H3",CCCCOP(=O)(OCC)OCCCC,-1.85,0,[-1.85],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/2C2H4Cl2/c1-2(3)4;3-1-2-4/h2H,1H3;1-2H2",CC(Cl)Cl.ClCCCl,-1.59,0,[-1.59],1,Ochem,A5643
"InChI=1/C10H22O/c1-9(2)5-4-6-10(3)7-8-11/h9-11H,4-8H2,1-3H3",CC(C)CCCC(C)CCO,-3.39,0,[-3.39],1,aqsol,
"InChI=1/C15H28O2/c1-3-5-6-7-8-9-10-11-12-13-14-17-15(16)4-2/h4H,2-3,5-14H2,1H3",CCCCCCCCCCCCOC(=O)C=C,-4.38,0,[-4.38],1,aqsol,
"InChI=1/C14H19NO4/c1-9(16)19-14-12(15-8-13(14)17)7-10-3-5-11(18-2)6-4-10/h3-6,12-15,17H,7-8H2,1-2H3/t12-,13+,14+/m0/s1",COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,-1.61,0,[-1.61],1,aqsol,
"InChI=1/C15H29NO2/c1-4-7-13-8-5-6-9-15(13)18-11-14(17)10-16-12(2)3/h4,12-17H,1,5-11H2,2-3H3",CC(C)NCC(O)COC1CCCCC1CC=C,-1.49,0,[-1.49],1,Ochem,A5370
"InChI=1/C14H19IN2O6/c1-14(2,3)12(20)22-6-9-8(18)4-10(23-9)17-5-7(15)11(19)16-13(17)21/h5,8-10,18H,4,6H2,1-3H3,(H,16,19,21)/f/h16H",CC(C)(C)C(=O)OCC1OC(CC1O)N1C=C(I)C(=O)NC1=O,-3.36,0,[-3.36],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C14H19IN2O6/c1-2-3-4-12(19)22-7-10-9(18)5-11(23-10)17-6-8(15)13(20)16-14(17)21/h6,9-11,18H,2-5,7H2,1H3,(H,16,20,21)/f/h16H",CCCCC(=O)OCC1OC(CC1O)N1C=C(I)C(=O)NC1=O,-3.4,0,[-3.4],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3/t11-/m1/s1",CC(C)NC[C@@H](O)COC1=C2C=CNC2=CC=C1,-3.56,0,[-3.56],1,Ochem,A77013
"InChI=1/C14H19N5O4/c1-3-18(4-2)11(20)5-6-12(21)23-9-19-13-10(7-17-19)14(22)16-8-15-13/h7-8H,3-6,9H2,1-2H3,(H,15,16,22)/f/h22H",CCN(CC)C(=O)CCC(=O)OCN1N=CC2=C(O)N=CN=C12,-0.99,0,[-0.99],1,Ochem,A5643
"InChI=1/C14H22N2O2/c1-2-3-4-9-16-10-11-18-14(17)12-5-7-13(15)8-6-12/h5-8,16H,2-4,9-11,15H2,1H3",O=C(OCCNCCCCC)c(cc1)ccc1N,-3.27,0,[-3.27],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A171, A5370, A111541, A112523, nan"
"InChI=1/C10H22/c1-4-7-10(8-5-2)9-6-3/h10H,4-9H2,1-3H3",CCCC(CCC)CCC,-6.14,0,[-6.14],1,Ochem,A112073
"InChI=1/C14H22O/c1-10-7-6-8-14(4,5)13(10)9-11(2)12(3)15/h7,9,13H,6,8H2,1-5H3/b11-9-",CC(=O)C(\C)=C/C1C(=CCCC1(C)C)C,-3.99,0,[-3.99],1,aqsol,
"InChI=1/C14H22O/c1-10-7-6-8-14(4,5)13(10)9-11(2)12(3)15/h7,9,13H,6,8H2,1-5H3",CC(=O)C(C)=CC1C(C)=CCCC1(C)C,-4.36,0,[-4.36],1,Ochem,A2015
"InChI=1/C10H21O6P/c1-5-8-10(11)15-9(4)16-17(12,13-6-2)14-7-3/h9H,5-8H2,1-4H3",CCCC(=O)OC(C)OP(=O)(OCC)OCC,-1.95,0,[-1.95],1,Ochem,A112073
"InChI=1/C14H22O/c1-10-6-7-11(2)14(4,5)13(10)9-8-12(3)15/h6,8-9,11,13H,7H2,1-5H3/b9-8+/t11-,13+/m1/s1",C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,-3.8,0,[-3.8],1,aqsol,
"InChI=1/C14H22N4O6S2/c1-5-7-16(8-6-2)14-12(17(19)20)9-11(10-13(14)18(21)22)26(23,24)15-25(3)4/h9-10H,5-8H2,1-4H3",CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(=O)(=O)N=S(C)C)[N+]([O-])=O,-4.86,0,[-4.86],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H22/c1-4-5-6-7-8-9-10(2)3/h10H,4-9H2,1-3H3",CCCCCCCC(C)C,-6.35,0,[-6.35],1,Ochem,A112073
"InChI=1/C10H22/c1-5-6-7-8-9-10(2,3)4/h5-9H2,1-4H3",CCCCCCC(C)(C)C,-6.12,0,[-6.12],1,Ochem,A112073
"InChI=1/C14H22N2O5/c1-14(12(18)21-9-20-3,10-7-5-4-6-8-10)11(17)16-13(19)15-2/h7H,4-6,8-9H2,1-3H3,(H2,15,16,17,19)/f/h15-16H",CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,-2.42,0,[-2.42],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C14H22N2O3S/c1-5-6-7-14(17)16(4)12-8-10-13(11-9-12)20(18,19)15(2)3/h8-11H,5-7H2,1-4H3",CCCCC(=O)N(C)C1=CC=C(C=C1)S(=O)(=O)N(C)C,-2.85,0,[-2.85],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C14H22N2O3/c17-11-14(12(18)16-13(19)15-11)9-7-5-3-1-2-4-6-8-10-14/h1-10H2,(H2,15,16,17,18,19)/f/h15-16H",O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1,-4.59,0,[-4.59],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)/t12-/m0/s1/f/h15H2",CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1,-1.3,0,[-1.3],1,Ochem,A77013
"InChI=1/C10H22/c1-4-6-7-8-9-10(3)5-2/h10H,4-9H2,1-3H3",CCCCCCC(C)CC,-6.37,0,[-6.37],1,Ochem,A112073
"InChI=1/C10H22/c1-4-6-7-9-10(3)8-5-2/h10H,4-9H2,1-3H3",CCCCCC(C)CCC,-6.32,0,[-6.32],1,Ochem,A112073
"InChI=1/C10H22/c1-4-6-8-10(3)9-7-5-2/h10H,4-9H2,1-3H3",CCCCC(C)CCCC,-6.31,0,[-6.31],1,Ochem,A112073
"InChI=1/C14H22N2O4/c1-4-20-12(18)14(2,10-8-6-5-7-9-10)11(17)16-13(19)15-3/h8H,4-7,9H2,1-3H3,(H2,15,16,17,19)/f/h15-16H",CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1,-3,0,[-3.0],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H22/c1-4-7-8-9-10(5-2)6-3/h10H,4-9H2,1-3H3",CCCCCC(CC)CC,6.4,0,[6.4],1,Ochem,A112073
"InChI=1/C10H22/c1-4-7-9-10(6-3)8-5-2/h10H,4-9H2,1-3H3",CCCCC(CC)CCC,-6.28,0,[-6.28],1,Ochem,A112073
"InChI=1/C15H26O/c1-7-15(6)9-8-12(14(4,5)16)10-13(15)11(2)3/h7,12-13,16H,1-2,8-10H2,3-6H3/t12-,13+,15-/m1/s1",CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,-3.06,0,[-3.06],1,aqsol,
"InChI=1/C10H22/c1-5-10(4)8-6-7-9(2)3/h9-10H,5-8H2,1-4H3",CCC(C)CCCC(C)C,-6.2,0,[-6.2],1,Ochem,A112073
InChI=1/C10H6Cl2/c11-8-5-4-7-2-1-3-10(12)9(7)6-8/h1-6H,ClC1=CC2=C(C=CC=C2Cl)C=C1,-5.92,0,[-5.92],1,"Ochem, aqsol","A112076, nan"
InChI=1/C10H6Cl2/c11-9-3-1-7-5-10(12)4-2-8(7)6-9/h1-6H,ClC1=CC2=CC=C(Cl)C=C2C=C1,-6.56,0,[-6.56],1,Ochem,A5643
"InChI=1/C14H19N5O2S/c1-3-19(4-2)13-9-10-16-14(17-13)18-22(20,21)12-7-5-11(15)6-8-12/h5-10H,3-4,15H2,1-2H3,(H,16,17,18)/f/h18H",CCN(CC)C1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,-3.88,0,[-3.88],1,Ochem,A5643
InChI=1/C15H28O3/c16-15-11-7-5-3-1-2-4-6-8-12-17-13-9-10-14-18-15/h1-14H2,O=C1CCCCCCCCCCOCCCCO1,-4.02,0,[-4.02],1,aqsol,
"InChI=1/C10H22O/c1-5-9(2)7-6-8-10(3,4)11/h9,11H,5-8H2,1-4H3",CCC(C)CCCC(C)(C)O,-2.75,0,[-2.75],1,aqsol,
"InChI=1/C10H22O/c1-5-10(4,11)8-6-7-9(2)3/h9,11H,5-8H2,1-4H3",CCC(C)(O)CCCC(C)C,-2.69,0,[-2.69],1,aqsol,
"InChI=1/C14H20N4O4/c1-4-5-6-7-10(19)22-9-18-8-15-12-11(18)13(20)17(3)14(21)16(12)2/h8H,4-7,9H2,1-3H3",CCCCCC(=O)OCN1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.64,0,[-2.64],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C14H21NO3/c1-3-4-5-6-9-18-12-7-8-13(11(2)15-17)14(16)10-12/h7-8,10,16-17H,3-6,9H2,1-2H3",CCCCCCOC1=CC(O)=C(C(C)=NO)C=C1,-4.15,0,[-4.15],1,aqsol,
"InChI=1/C14H19NO/c1-5-16-11-6-7-13-12(8-11)10(2)9-14(3,4)15-13/h6-9,15H,5H2,1-4H3",CCOc1ccc2NC(C)(C)C=C(C)c2c1,-3.33,0,[-3.33],1,aqsol,
"InChI=1/C14H21NO3/c1-3-4-5-6-9-18-12-7-8-13(11(2)15-17)14(16)10-12/h7-8,10,16-17H,3-6,9H2,1-2H3/b15-11+",CCCCCCOC1=CC(O)=C(C=C1)C(\C)=N\O,-4.14,0,[-4.14],1,Ochem,A5370
"InChI=1/C10H22/c1-5-6-7-8-10(4)9(2)3/h9-10H,5-8H2,1-4H3",CCCCCC(C)C(C)C,-6.29,0,[-6.29],1,Ochem,A112073
"InChI=1/C10H22/c1-5-6-7-10(4)8-9(2)3/h9-10H,5-8H2,1-4H3",CCCCC(C)CC(C)C,-6.1,0,[-6.1],1,Ochem,A112073
"InChI=1/C14H22/c1-3-4-5-7-10-13(2)14-11-8-6-9-12-14/h6,8-9,11-13H,3-5,7,10H2,1-2H3",CCCCCCC(C)C1=CC=CC=C1,-5.8,0,[-5.8],1,Ochem,A112073
"InChI=1/C10H22/c1-5-6-10(4)8-7-9(2)3/h9-10H,5-8H2,1-4H3",CCCC(C)CCC(C)C,-6.16,0,[-6.16],1,Ochem,A112073
"InChI=1/C10H22/c1-5-10(6-2)8-7-9(3)4/h9-10H,5-8H2,1-4H3",CCC(CC)CCC(C)C,-6.19,0,[-6.19],1,Ochem,A112073
"InChI=1/C14H22F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h9-12,18H,1-8H2,(H,19,20)/f/h19H",OC(=O)C1CCCCC1NC1CCCC(C1)C(F)(F)F,-3.16,0,[-3.16],1,Ochem,A5370
"InChI=1/C14H21NO4/c1-2-3-4-7-19-14(18)11(15)8-10-5-6-12(16)13(17)9-10/h5-6,9,11,16-17H,2-4,7-8,15H2,1H3",CCCCCOC(=O)C(N)CC1=CC(O)=C(O)C=C1,-0.99,0,[-0.99],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C14H20N2O3/c1-3-9-7-5-6-8-10(9)14(4-2)11(17)15-13(19)16-12(14)18/h3-8H2,1-2H3,(H2,15,16,17,18,19)/f/h15-16H",CCC1=C(CCCC1)C1(CC)C(=O)NC(=O)NC1=O,-3.53,0,[-3.53],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H22O2/c1-2-3-4-5-6-7-8-10(12)9-11/h10-12H,2-9H2,1H3",CCCCCCCCC(O)CO,-2.48,0,[-2.48],1,aqsol,
InChI=1/C10H24N2/c11-9-7-5-3-1-2-4-6-8-10-12/h1-12H2,NCCCCCCCCCCN,1.53,0,[1.53],1,aqsol,
"InChI=1/C10H12N4O2S/c1-10(2,3)7-11-12-8(17-7)14-6(15)5-13(4)9(14)16/h6,15H,1-5H2",[#6]N1CC(O)N(C1=O)C1=[NH0][NH0]=C([SH0]1)C([#6])([#6])[#6],-1.88,0,[-1.88],1,Ochem,A111278
"InChI=1/C15H18ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-10,14,20H,1-3H3",CC(C)(C)C(O)C(=CC1=CC=C(Cl)C=C1)N1C=NC=N1,-4.54,0,[-4.54],1,"Ochem, Ochem","A2330, A3475"
"InChI=1/C10H12N4O3/c1-12-8-7(9(16)13(2)10(12)17)14(6-11-8)4-3-5-15/h6,15H,1-5H2",[#6]N1C2=C([NH0](CCCO)C=[NH0]2)C(=O)N([#6])C1=O,-0.16,0,[-0.16],1,Ochem,A111278
"InChI=1/C10H12N4O4/c15-2-6-7(16)8(17)10(18-6)14-4-13-5-1-11-3-12-9(5)14/h1,3-4,6-8,10,15-17H,2H2/t6-,7-,8-,10-/m1/s1",OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cncnc23,-0.4,0,[-0.4],1,aqsol,
"InChI=1/C10H12N4O4S3/c1-14-9(19-10(12-14)21(11,17)18)13-20(15,16)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3,(H2,11,17,18)/f/h11H2",CN1N=C(SC1=NS(=O)(=O)CC1=CC=CC=C1)S(N)(=O)=O,-2.48,0,[-2.48],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C15H17N3O2/c1-19-13-7-3-11(4-8-13)17-15(16)18-12-5-9-14(20-2)10-6-12/h3-10H,1-2H3,(H3,16,17,18)/f/h16-18H",COC1=CC=C(NC(=N)NC2=CC=C(OC)C=C2)C=C1,-2.73,0,[-2.73],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C15H17ClN2O2/c1-15(2,3)13(19)14(18-10-4-9-17-18)20-12-7-5-11(16)6-8-12/h4-10,14H,1-3H3",CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CC=N1,-4.73,0,[-4.73],1,Ochem,A5643
"InChI=1/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3/t12-,15-/m0/s1",CCC[C@H]1CO[C@@](CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,-3.49,0,[-3.49],1,Ochem,A112523
"InChI=1/C15H23N3O2/c1-2-3-4-5-6-7-8-14(19)17-18-15(20)13-9-11-16-12-10-13/h9-12H,2-8H2,1H3,(H,17,19)(H,18,20)/f/h17-18H",CCCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-3.52,0,[-3.52],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H12N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,18,19,20)/f/h18-19H",[#7]C1=C2[NH0]=C[NH0](C3OC(COP(O)(O)=O)C(O)C3O)C2=[NH0]C=[NH0]1,-1.54,0,[-1.54],1,Ochem,A111278
InChI=1/C10H12N6/c11-1-5-15(6-2-12)9-10-16(7-3-13)8-4-14/h5-10H2,N#CCN(CCN(CC#N)CC#N)CC#N,-2.82,0,[-2.82],1,aqsol,
"InChI=1/C10H12N6O5S3/c11-5-8(17)13-6-1-3-7(4-2-6)24(20,21)16-9-14-15-10(22-9)23(12,18)19/h1-4H,5,11H2,(H,13,17)(H,14,16)(H2,12,18,19)/f/h13,16H,12H2",NCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(S1)S(N)(=O)=O,-1.19,0,[-1.19],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H12NO2/c1-2-3-7-13-10(12)9-5-4-6-11-8-9/h4-6,8H,1-3,7H2",[#6]CCCOC(=O)C1=C[NH0]=CC=C1,-1.84,0,[-1.84],1,Ochem,A111278
"InChI=1/C15H23N3O3S/c1-15(2)11(14(20)21)18-12(19)10(13(18)22-15)16-9-17-7-5-3-4-6-8-17/h9-11,13H,3-8H2,1-2H3,(H,20,21)/f/h20H",CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(O)=O,-4.5,0,[-4.5],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10H12O/c1-8(2)10(11)9-6-4-3-5-7-9/h3-8H,1-2H3",CC(C)C(=O)c1ccccc1,-2.36,0,[-2.36],1,aqsol,
"InChI=1/C10H12O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-8H,1-2H3",CC(C)c1ccc(C=O)cc1,-2.79,0,[-2.79],1,aqsol,
"InChI=1/C10H10Cl3O4P/c1-15-18(14,16-2)17-10(6-11)8-4-3-7(12)5-9(8)13/h3-6H,1-2H3/b10-6+",COP(=O)(OC)O\C(=C\Cl)C1=CC=C(Cl)C=C1Cl,-3.41,0,[-3.41],1,Ochem,A5643
"InChI=1/C10H12N4O2/c1-3-5-6(4-2)12-8-7(11-5)9(15)14-10(16)13-8/h3-4H2,1-2H3,(H2,12,13,14,15,16)/f/h12,14H",CCC1=C(CC)N=C2C(=O)NC(=O)N=C2N1,-2.38,0,[-2.38],1,Ochem,A5643
"InChI=1/C10H10Cl6N4O2/c11-9(12,13)7(17-5-21)19-1-2-20(4-3-19)8(18-6-22)10(14,15)16/h1-8H,(H,17,21)(H,18,22)/f/h17-18H",ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,-4.19,0,[-4.19],1,"Ochem, Ochem, aqsol","A170, A5370, nan"
"InChI=1/C15H18N2/c1-10-7-12(3-5-14(10)16)9-13-4-6-15(17)11(2)8-13/h3-8H,9,16-17H2,1-2H3",Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,-4.15,0,[-4.15],1,aqsol,
"InChI=1/C10H12N4O3/c15-3-6-1-2-7(17-6)14-5-13-8-9(14)11-4-12-10(8)16/h4-7,15H,1-3H2,(H,11,12,16)/t6-,7-/m1/s1/f/h11H",OC[C@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,-0.94,0,[-0.94],1,Ochem,A77013
"InChI=1/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20/t2-,3+,4-,5+,6+,7-,8+,9-",Cl[C@]12C(=O)[C@]3(Cl)[C@]4(Cl)[C@@]1(Cl)[C@]1(Cl)[C@@]2(Cl)[C@@]3(Cl)[C@@]4(Cl)C1(Cl)Cl,-5.26,0,[-5.26],1,Ochem,A112523
"InChI=1/C10H12N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,1-4H2",[#6]N1C2=C([NH0](CC(O)CO)C=[NH0]2)C(=O)N([#6])C1=O,0.12,0,[0.12],1,Ochem,A111278
"InChI=1/C10H12N4O4/c1-6(15)18-5-14-4-11-8-7(14)9(16)13(3)10(17)12(8)2/h4H,5H2,1-3H3",CN1C2=C(N(COC(C)=O)C=N2)C(=O)N(C)C1=O,-1.83,0,[-1.83],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C10F18/c11-1-2(12,5(17,18)9(25,26)7(21,22)3(1,13)14)6(19,20)10(27,28)8(23,24)4(1,15)16",FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,-7.66,0,[-7.66],1,aqsol,
"InChI=1/C10H12N4O3/c1-14-4-9(16)5-2-6(12-13-10(11)17)8(15)3-7(5)14/h2-3,9,16H,4H2,1H3,(H3,11,13,17)/f/h13H,11H2",CN1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C21,-2.72,0,[-2.72],1,aqsol,
"InChI=1/C10H12O/c1-9(11)7-8-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",CC(=O)CCc1ccccc1,-1.72,0,[-1.72],1,aqsol,
"InChI=1/C10H12N4O3/c1-14-4-9(16)5-2-6(12-13-10(11)17)8(15)3-7(5)14/h2-3,9,16H,4H2,1H3,(H3,11,13,17)/b12-6+/f/h13H,11H2",CN1CC(O)C2=C\C(=N/NC(N)=O)C(=O)C=C12,-2.72,0,[-2.72],1,Ochem,A5370
"InChI=1/C10H10Cl6N4O2/c11-9(12,13)7(17-5-21)19-1-2-20(4-3-19)8(18-6-22)10(14,15)16/h1-8H,(H,17,21)(H,18,22)/t7-,8+/f/h17-18H",ClC(Cl)(Cl)[C@@H](NC=O)N1C=CN(C=C1)[C@@H](NC=O)C(Cl)(Cl)Cl,-4.19,0,[-4.19],1,Ochem,A112523
"InChI=1/C10H12N4O/c1-3-6-7(4-2)13-9-8(12-6)5-11-10(15)14-9/h5H,3-4H2,1-2H3,(H,11,13,14,15)/f/h13H",CCC1=C(CC)N=C2C=NC(=O)N=C2N1,-2.26,0,[-2.26],1,Ochem,A5643
"InChI=1/C10H12N4O/c1-3-6-7(4-2)13-9-8(12-6)5-11-10(15)14-9/h5H,3-4H2,1-2H3,(H,11,13,14,15)/f/h15H",CCc1nc2cnc(O)nc2nc1CC,-2.26,0,[-2.26],1,aqsol,
"InChI=1/C10H12N4O/c1-3-6-7(4-2)14-9-8(13-6)10(15)12-5-11-9/h5H,3-4H2,1-2H3,(H,11,12,14,15)/f/h14H",CCC1=C(CC)N=C2C(=O)N=CN=C2N1,-1.91,0,[-1.91],1,Ochem,A5643
